Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,Protein Name
DMXL2,HGNC:2938,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_746b46e8-0621-4879-80a1-4fb1679975be-2020-02-06T170000.000Z,2020-02-06T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,DMXL2,HGNC:2938,chr15:51739988-51914968,chr15:51447791-51622771,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMXL2&subject=,2012-04-04T18:52:20Z,Not Found
MAP2K2,HGNC:6842,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6a0eeefd-9105-435d-9daf-c748e52b0941-2018-06-01T160000.000Z,2018-06-01T16:00:00.000Z,RASopathy Gene Curation Expert Panel,MAP2K2,HGNC:6842,chr19:4090319-4124119,chr19:4090321-4124122,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MAP2K2&subject=,2015-05-27T22:47:25Z,Not Found
CRIPTO,HGNC:11701,congenital heart disease,MONDO:0005453,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_15231240-2c6d-44c5-9623-05127bb30b6e-2024-06-10T160000.000Z,2024-06-10T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,CRIPTO,HGNC:11701,chr3:46616025-46623947,chr3:46574535-46582457,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CRIPTO&subject=,2011-12-27T19:23:05Z,Not Found
COX15,HGNC:2263,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b5c8d1e1-24d0-4b88-8c04-023197db14f3-2019-05-20T183321.284Z,2019-05-20T18:33:21.284Z,Mitochondrial Diseases Gene Curation Expert Panel,COX15,HGNC:2263,chr10:101454050-101491884,chr10:99694293-99732127,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COX15&subject=,2016-08-22T17:47:24Z,Not Found
CYLD,HGNC:2584,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,MONDO:0030872,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6e9998d4-d6e3-4bdc-8de6-038928edbb60-2023-02-23T170000.000Z,2023-02-23T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders Gene Curation Expert Panel,CYLD,HGNC:2584,chr16:50775997-50835846,chr16:50742086-50801935,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYLD&subject=,2021-02-10T17:13:57Z,Not Found
SMARCA4,HGNC:11100,hereditary nonpolyposis colon cancer,MONDO:0018630,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9866,2017-05-08T00:00:00,Colon Cancer Gene Curation Expert Panel,SMARCA4,HGNC:11100,chr19:11071706-11172949,chr19:10961030-11062273,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCA4&subject=,2024-07-24T16:09:33Z,Not Found
MAP2K1,HGNC:6840,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1eafd4b1-29b1-4a17-a7ac-2c555f2e2648-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy Gene Curation Expert Panel,MAP2K1,HGNC:6840,chr15:66679250-66783882,chr15:66386912-66491544,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MAP2K1&subject=,2015-10-13T20:26:57Z,Not Found
DLGAP2,HGNC:2906,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efeafdd5-9105-470f-b332-8c7a3dd65078-2021-10-14T160000.000Z,2021-10-14T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,DLGAP2,HGNC:2906,chr8:687628-1656642,chr8:737628-1708476,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLGAP2&subject=,2012-03-22T18:36:20Z,Not Found
EDNRB,HGNC:3180,Waardenburg syndrome type 4A,MONDO:0010192,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_73ee9727-60c1-40fd-830f-08c2b513d2ee-2018-05-08T160000.000Z,2018-05-08T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,EDNRB,HGNC:3180,chr13:78469616-78549662,chr13:77895481-77975527,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EDNRB&subject=,2022-02-07T19:56:02Z,Not Found
ENG,HGNC:3349,juvenile polyposis syndrome,MONDO:0017380,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_08c5b377-a2a1-44ac-9b7e-dc2141ee7a04-2022-12-30T180000.000Z,2022-12-30T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,ENG,HGNC:3349,chr9:130577291-130617052,chr9:127815016-127854658,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ENG&subject=,2024-01-11T16:58:06Z,Not Found
MYBPC3,HGNC:7551,arrhythmogenic right ventricular cardiomyopathy,MONDO:0016587,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0639d989-8415-425c-ab89-e8a3a0b6ea49-2019-08-06T160000.000Z,2019-08-06T16:00:00.000Z,Arrhythmogenic Right Ventricular Cardiomyopathy Gene Curation Expert Panel,MYBPC3,HGNC:7551,chr11:47352957-47374253,chr11:47331406-47352702,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYBPC3&subject=,2023-01-10T17:17:15Z,Not Found
MYH7,HGNC:7577,congenital heart disease,MONDO:0005453,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e9da50d1-a17c-4396-a6e6-632077b277b2-2024-02-12T170000.000Z,2024-02-12T17:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,MYH7,HGNC:7577,chr14:23881949-23904869,chr14:23412740-23435660,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH7&subject=,2015-11-16T02:00:43Z,Not Found
MED13L,HGNC:22962,congenital heart disease,MONDO:0005453,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9479ebdd-98ef-48d1-8026-03360c19c23f-2024-02-12T190000.000Z,2024-02-12T19:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,MED13L,HGNC:22962,chr12:116396381-116715498,chr12:115958576-116277693,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MED13L&subject=,2023-08-08T16:24:06Z,Not Found
COL9A2,HGNC:2218,Stickler syndrome,MONDO:0019354,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_697ae26e-2b07-4f87-b42c-121684c89bc0-2019-02-19T170000.000Z,2019-02-19T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,COL9A2,HGNC:2218,chr1:40766161-40782958,chr1:40300489-40317286,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL9A2&subject=,2013-10-09T14:29:54Z,Not Found
MAP2K1,HGNC:6840,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ee3071d5-ea0d-4804-ad61-3c6471f6a47e-2018-05-29T160000.000Z,2018-05-29T16:00:00.000Z,RASopathy Gene Curation Expert Panel,MAP2K1,HGNC:6840,chr15:66679250-66783882,chr15:66386912-66491544,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MAP2K1&subject=,2015-10-13T20:26:57Z,Not Found
DNASE1,HGNC:2956,systemic lupus erythematosus,MONDO:0007915,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b71d9246-5a7e-4e81-8fc6-925181d124cd-2024-06-14T190000.000Z,2024-06-14T19:00:00.000Z,Monogenic Systemic and Incomplete Lupus Erythematosus Gene Curation Expert Panel,DNASE1,HGNC:2956,chr16:3661761-3715462,chr16:3611760-3665461,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNASE1&subject=,2012-02-22T14:34:39Z,Not Found
MYL3,HGNC:7584,arrhythmogenic right ventricular cardiomyopathy,MONDO:0016587,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b1d5e9bf-ca57-445a-a432-27fe221484bf-2019-09-13T160000.000Z,2019-09-13T16:00:00.000Z,Arrhythmogenic Right Ventricular Cardiomyopathy Gene Curation Expert Panel,MYL3,HGNC:7584,chr3:46899362-46904934,chr3:46857872-46882182,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYL3&subject=,2015-11-18T20:47:37Z,Not Found
MYBPC3,HGNC:7551,congenital heart disease,MONDO:0005453,AD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2cbe41f1-7421-4efe-ac33-6ff3fa530b43-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,MYBPC3,HGNC:7551,chr11:47352957-47374253,chr11:47331406-47352702,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYBPC3&subject=,2023-01-10T17:17:15Z,Not Found
SCN5A,HGNC:10593,arrhythmogenic right ventricular cardiomyopathy,MONDO:0016587,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3c1cdce2-c8de-442d-b0c4-5936919b310f-2019-06-06T160000.000Z,2019-06-06T16:00:00.000Z,Arrhythmogenic Right Ventricular Cardiomyopathy Gene Curation Expert Panel,SCN5A,HGNC:10593,chr3:38589553-38691178,chr3:38548062-38649687,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN5A&subject=,2021-06-08T16:18:34Z,Not Found
MET,HGNC:7029,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f0e6f9ac-f807-48fd-a5b6-bf67c4607e14-2021-03-26T160000.000Z,2021-03-26T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,MET,HGNC:7029,chr7:116312250-116438431,chr7:116672196-116798377,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MET&subject=,2012-09-06T19:43:27Z,Not Found
DSG2,HGNC:3049,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7df1018-593f-481f-9dd0-77ce3ea829a6-2020-08-07T160000.000Z,2020-08-07T16:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,DSG2,HGNC:3049,chr18:29078140-29128971,chr18:31498177-31549008,Emerging Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSG2&subject=,2022-12-13T17:22:31Z,Not Found
CNTN4,HGNC:2174,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_716109ea-60b6-48d9-8ab7-b3883063bae0-2022-04-14T180000.000Z,2022-04-14T18:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,CNTN4,HGNC:2174,chr3:2140550-3099643,chr3:2098866-3057959,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CNTN4&subject=,2022-06-14T16:51:13Z,Not Found
CNOT1,HGNC:7877,holoprosencephaly 12 with or without pancreatic agenesis,MONDO:0032787,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91d394c9-60fe-40cb-918b-9790a08873d9-2023-09-30T160000.000Z,2023-09-30T16:00:00.000Z,Brain Malformations Gene Curation Expert Panel,CNOT1,HGNC:7877,chr16:58553855-58663730,chr16:58519951-58629826,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CNOT1&subject=,2022-12-13T18:02:40Z,Not Found
PSD3,HGNC:19093,antecubital pterygium syndrome,MONDO:0008339,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4845,2016-11-24T00:00:00,General Gene Curation Expert Panel,PSD3,HGNC:19093,chr8:18384813-18871213,chr8:18527303-19084805,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PSD3&subject=,2016-12-07T19:50:24Z,Not Found
FANCM,HGNC:23168,hereditary breast carcinoma,MONDO:0016419,AD,SOP11,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25744c57-8e53-403b-a2ec-fb405ad452cc-2024-11-22T180000.000Z,2024-11-22T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,FANCM,HGNC:23168,chr14:45605133-45670093,chr14:45135930-45200890,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FANCM&subject=,2024-04-09T15:53:53Z,Not Found
NOTCH1,HGNC:7881,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8269,2016-04-06T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,NOTCH1,HGNC:7881,chr9:139388885-139440500,chr9:136494433-136546048,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NOTCH1&subject=,2024-09-24T16:12:51Z,Not Found
SDHD,HGNC:10683,mitochondrial disease,MONDO:0044970,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9010c629-a86c-4f55-a45b-212b7aabdb6f-2022-04-04T160000.000Z,2022-04-04T16:00:00.000Z,Mitochondrial Diseases Gene Curation Expert Panel,SDHD,HGNC:10683,chr11:111957597-111966518,chr11:112086873-112095794,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SDHD&subject=,2021-08-11T16:24:55Z,Not Found
COX14,HGNC:28216,mitochondrial disease,MONDO:0044970,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8899dbb6-9769-4d93-83fb-e95b6775962c-2022-03-21T040000.000Z,2022-03-21T04:00:00.000Z,Mitochondrial Diseases Gene Curation Expert Panel,COX14,HGNC:28216,chr12:50506019-50514236,chr12:50112236-50120453,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COX14&subject=,2016-08-22T17:47:23Z,Not Found
MYH11,HGNC:7569,congenital heart disease,MONDO:0005453,AD,SOP11,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_60bc01a5-0957-4664-bf1f-b9d7b42f5283-2024-10-15T160000.000Z,2024-10-15T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,MYH11,HGNC:7569,chr16:15796992-15950885,chr16:15703135-15857028,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH11&subject=,2024-09-25T18:46:31Z,Not Found
MYBPC3,HGNC:7551,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_652d0370-9574-450c-b7c4-eec86ade9046-2020-09-04T160000.000Z,2020-09-04T16:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,MYBPC3,HGNC:7551,chr11:47352957-47374253,chr11:47331406-47352702,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYBPC3&subject=,2023-01-10T17:17:15Z,Not Found
NHP2,HGNC:14377,dyskeratosis congenita,MONDO:0015780,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3201,2017-01-25T00:00:00,General Gene Curation Expert Panel,NHP2,HGNC:14377,chr5:177576464-177580886,chr5:178149463-178153885,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NHP2&subject=,2015-03-04T15:42:36Z,Not Found
MYH7,HGNC:7577,arrhythmogenic right ventricular cardiomyopathy,MONDO:0016587,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0265f091-a67d-4521-b6bd-5a110bd5356f-2019-08-06T160000.000Z,2019-08-06T16:00:00.000Z,Arrhythmogenic Right Ventricular Cardiomyopathy Gene Curation Expert Panel,MYH7,HGNC:7577,chr14:23881949-23904869,chr14:23412740-23435660,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYH7&subject=,2015-11-16T02:00:43Z,Not Found
ROBO1,HGNC:10249,congenital heart disease,MONDO:0005453,AR,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a0d0c93c-abf7-4bf2-8b0f-e47cfce87656-2024-09-03T160000.000Z,2024-09-03T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,ROBO1,HGNC:10249,chr3:78646389-79817148,chr3:78597239-79767998,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ROBO1&subject=,2018-09-25T18:13:34Z,Not Found
ERBB4,HGNC:3432,amyotrophic lateral sclerosis type 19,MONDO:0014223,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fdd26ab6-0c1f-4322-9f70-cad651bb789f-2021-09-30T143144.993Z,2021-09-30T14:31:44.993Z,Amyotrophic Lateral Sclerosis Spectrum Disorders Gene Curation Expert Panel,ERBB4,HGNC:3432,chr2:212240442-213403526,chr2:211375717-212538802,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERBB4&subject=,2024-10-23T18:04:19Z,Not Found
NAT8L,HGNC:26742,N-acetylaspartate deficiency,MONDO:0013549,AR,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_854ce0ef-7744-483d-87c7-b2dc436f9f0f-2024-03-29T160000.000Z,2024-03-29T16:00:00.000Z,Aminoacidopathy Gene Curation Expert Panel,NAT8L,HGNC:26742,chr4:2061054-2070816,chr4:2059327-2069089,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NAT8L&subject=,2016-08-22T17:50:34Z,Not Found
GJA1,HGNC:4274,congenital heart disease,MONDO:0005453,UD,SOP10,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9be0581c-6ed0-4104-8da8-87b697548212-2024-06-04T160000.000Z,2024-06-04T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,GJA1,HGNC:4274,chr6:121756792-121770873,chr6:121435646-121449727,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GJA1&subject=,2013-11-20T15:13:43Z,Not Found
KDM6B,HGNC:29012,syndromic intellectual disability,MONDO:0000508,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_010fe1d1-312f-45fa-93ca-887875c53607-2022-02-18T170000.000Z,2022-02-18T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,KDM6B,HGNC:29012,chr17:7737535-7758114,chr17:7834217-7854796,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=KDM6B&subject=,2024-10-23T16:07:32Z,Not Found
TWIST1,HGNC:12428,Sweeney-Cox syndrome,MONDO:0060592,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_14ba10ad-ebb5-491f-b4d6-639890ab7ab9-2021-03-26T213222.762Z,2021-03-26T21:32:22.762Z,Craniofacial Malformations Gene Curation Expert Panel,TWIST1,HGNC:12428,chr7:19152670-19157259,chr7:19113047-19117636,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TWIST1&subject=,2020-12-16T17:30:30Z,Not Found
SOX9,HGNC:11204,Cooks syndrome,MONDO:0007134,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1fdeca1-a725-4ccb-a7f6-e77c2d6158aa-2020-09-16T170000.000Z,2020-09-16T17:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,SOX9,HGNC:11204,chr17:70117161-70122557,chr17:72121020-72126416,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SOX9&subject=,2023-05-10T16:57:49Z,Not Found
USH1C,HGNC:12597,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f4194490-1b41-4d6d-be63-4a2a8827bb85-2018-06-11T040000.000Z,2018-06-11T04:00:00.000Z,Hearing Loss Gene Curation Expert Panel,USH1C,HGNC:12597,chr11:17515447-17565963,chr11:17493900-17544416,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=USH1C&subject=,2012-04-07T10:34:31Z,Not Found
