,Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI_x,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,gene_symbol,gene_url,disease_label,mondo_id,disease_url,MOI_y
271,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,osteogenesis imperfecta type 2,MONDO:0008147,https://search.clinicalgenome.org/kb/conditions/MONDO:0008147,Autosomal dominant inheritance
272,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,osteogenesis imperfecta type 3,MONDO:0009804,https://search.clinicalgenome.org/kb/conditions/MONDO:0009804,Autosomal dominant inheritance
273,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1,MONDO:0030854,https://search.clinicalgenome.org/kb/conditions/MONDO:0030854,Autosomal dominant inheritance
274,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,osteogenesis imperfecta type 4,MONDO:0008148,https://search.clinicalgenome.org/kb/conditions/MONDO:0008148,Autosomal dominant inheritance
275,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,"Ehlers-Danlos syndrome, arthrochalasia type",MONDO:0007525,https://search.clinicalgenome.org/kb/conditions/MONDO:0007525,Autosomal dominant inheritance
276,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,https://search.clinicalgenome.org/kb/conditions/MONDO:0019567,Autosomal dominant inheritance
277,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,Caffey disease,MONDO:0007244,https://search.clinicalgenome.org/kb/conditions/MONDO:0007244,Autosomal dominant inheritance
278,NSDHL,HGNC:13398,CK syndrome,MONDO:0010441,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d94406f0-a459-47ed-aabc-80c7b6be9293-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,NSDHL,HGNC:13398,chrX:151999607-152038273,chrX:152831063-152869729,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NSDHL&subject=,2019-09-25T16:57:27Z,NSDHL,https://search.clinicalgenome.org/kb/genes/HGNC:13398,CK syndrome,MONDO:0010441,https://search.clinicalgenome.org/kb/conditions/MONDO:0010441,X-linked inheritance
279,NSDHL,HGNC:13398,CK syndrome,MONDO:0010441,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d94406f0-a459-47ed-aabc-80c7b6be9293-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,NSDHL,HGNC:13398,chrX:151999607-152038273,chrX:152831063-152869729,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NSDHL&subject=,2019-09-25T16:57:27Z,NSDHL,https://search.clinicalgenome.org/kb/genes/HGNC:13398,CHILD syndrome,MONDO:0010621,https://search.clinicalgenome.org/kb/conditions/MONDO:0010621,
280,CA8,HGNC:1382,cerebellar ataxia,MONDO:0000437,AR,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a0800c48-e3b1-4cb2-bbd1-4d649e506ebd-2024-01-16T170000.000Z,2024-01-16T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,CA8,HGNC:1382,chr8:61097971-61193959,chr8:60185412-60281400,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CA8&subject=,2016-08-22T17:46:37Z,CA8,https://search.clinicalgenome.org/kb/genes/HGNC:1382,cerebellar ataxia,MONDO:0000437,https://search.clinicalgenome.org/kb/conditions/MONDO:0000437,Autosomal recessive inheritance
281,CA8,HGNC:1382,cerebellar ataxia,MONDO:0000437,AR,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a0800c48-e3b1-4cb2-bbd1-4d649e506ebd-2024-01-16T170000.000Z,2024-01-16T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,CA8,HGNC:1382,chr8:61097971-61193959,chr8:60185412-60281400,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CA8&subject=,2016-08-22T17:46:37Z,CA8,https://search.clinicalgenome.org/kb/genes/HGNC:1382,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3",MONDO:0013188,https://search.clinicalgenome.org/kb/conditions/MONDO:0013188,
282,C19orf12,HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c78e8a8a-49db-40f5-96a3-d126a3834976-2023-02-28T170000.000Z,2023-02-28T17:00:00.000Z,Syndromic Disorders Gene Curation Expert Panel,C19orf12,HGNC:25443,chr19:30189793-30206696,chr19:29698886-29715789,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=C19orf12&subject=,2016-08-22T17:46:34Z,C19orf12,https://search.clinicalgenome.org/kb/genes/HGNC:25443,neurodegeneration with brain iron accumulation 4,MONDO:0013674,https://search.clinicalgenome.org/kb/conditions/MONDO:0013674,Autosomal dominant inheritance | Autosomal recessive inheritance
283,GDI1,HGNC:4226,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8afc42b0-6c5e-460b-87d1-035c051fe7ca-2023-04-27T060000.000Z,2023-04-27T06:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,GDI1,HGNC:4226,chrX:153665500-153671814,chrX:154437154-154443467,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GDI1&subject=,2022-06-22T16:54:52Z,GDI1,https://search.clinicalgenome.org/kb/genes/HGNC:4226,non-syndromic X-linked intellectual disability,MONDO:0019181,https://search.clinicalgenome.org/kb/conditions/MONDO:0019181,X-linked inheritance
284,GDI1,HGNC:4226,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8afc42b0-6c5e-460b-87d1-035c051fe7ca-2023-04-27T060000.000Z,2023-04-27T06:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,GDI1,HGNC:4226,chrX:153665500-153671814,chrX:154437154-154443467,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GDI1&subject=,2022-06-22T16:54:52Z,GDI1,https://search.clinicalgenome.org/kb/genes/HGNC:4226,"intellectual disability, X-linked 41",MONDO:0010451,https://search.clinicalgenome.org/kb/conditions/MONDO:0010451,
285,EDNRB,HGNC:3180,Waardenburg syndrome type 4A,MONDO:0010192,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d7abbd45-7915-437b-849b-dea876bfc2f5-2023-06-27T160000.000Z,2023-06-27T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,EDNRB,HGNC:3180,chr13:78469616-78549662,chr13:77895481-77975527,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EDNRB&subject=,2022-02-07T19:56:02Z,EDNRB,https://search.clinicalgenome.org/kb/genes/HGNC:3180,Waardenburg syndrome type 4A,MONDO:0010192,https://search.clinicalgenome.org/kb/conditions/MONDO:0010192,Autosomal dominant inheritance | Autosomal recessive inheritance
286,EDNRB,HGNC:3180,Waardenburg syndrome type 4A,MONDO:0010192,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_73ee9727-60c1-40fd-830f-08c2b513d2ee-2018-05-08T160000.000Z,2018-05-08T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,EDNRB,HGNC:3180,chr13:78469616-78549662,chr13:77895481-77975527,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EDNRB&subject=,2022-02-07T19:56:02Z,EDNRB,https://search.clinicalgenome.org/kb/genes/HGNC:3180,Waardenburg syndrome type 4A,MONDO:0010192,https://search.clinicalgenome.org/kb/conditions/MONDO:0010192,Autosomal dominant inheritance | Autosomal recessive inheritance
287,NLGN3,HGNC:14289,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b6e7e531-093b-4216-8c56-0c94e63c2811-2018-08-15T040000.000Z,2018-08-15T04:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,NLGN3,HGNC:14289,chrX:70364691-70391051,chrX:71144841-71175307,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NLGN3&subject=,2012-07-25T14:56:36Z,NLGN3,https://search.clinicalgenome.org/kb/genes/HGNC:14289,X-linked complex neurodevelopmental disorder,MONDO:0100148,https://search.clinicalgenome.org/kb/conditions/MONDO:0100148,X-linked inheritance
288,FGFR1,HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec5034c6-70cb-4ba3-bbb9-f65f6cad393d-2021-03-16T235509.401Z,2021-03-16T23:55:09.401Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,https://search.clinicalgenome.org/kb/conditions/MONDO:0014196,Autosomal dominant inheritance
289,FGFR1,HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec5034c6-70cb-4ba3-bbb9-f65f6cad393d-2021-03-16T235509.401Z,2021-03-16T23:55:09.401Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,https://search.clinicalgenome.org/kb/conditions/MONDO:0008150,Autosomal dominant inheritance
290,FGFR1,HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec5034c6-70cb-4ba3-bbb9-f65f6cad393d-2021-03-16T235509.401Z,2021-03-16T23:55:09.401Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,Pfeiffer syndrome type 1,MONDO:0019659,https://search.clinicalgenome.org/kb/conditions/MONDO:0019659,Autosomal dominant inheritance
291,FGFR1,HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec5034c6-70cb-4ba3-bbb9-f65f6cad393d-2021-03-16T235509.401Z,2021-03-16T23:55:09.401Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,hypogonadotropic hypogonadism 2 with or without anosmia,MONDO:0007844,https://search.clinicalgenome.org/kb/conditions/MONDO:0007844,
292,FGFR1,HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d958e743-2ca0-4bb9-a198-364dd58005c3-2021-03-22T203501.315Z,2021-03-22T20:35:01.315Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,Hartsfield-Bixler-Demyer syndrome,MONDO:0014196,https://search.clinicalgenome.org/kb/conditions/MONDO:0014196,Autosomal dominant inheritance
293,FGFR1,HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d958e743-2ca0-4bb9-a198-364dd58005c3-2021-03-22T203501.315Z,2021-03-22T20:35:01.315Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,https://search.clinicalgenome.org/kb/conditions/MONDO:0008150,Autosomal dominant inheritance
294,FGFR1,HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d958e743-2ca0-4bb9-a198-364dd58005c3-2021-03-22T203501.315Z,2021-03-22T20:35:01.315Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,Pfeiffer syndrome type 1,MONDO:0019659,https://search.clinicalgenome.org/kb/conditions/MONDO:0019659,Autosomal dominant inheritance
295,FGFR1,HGNC:3688,osteoglophonic dwarfism,MONDO:0008150,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d958e743-2ca0-4bb9-a198-364dd58005c3-2021-03-22T203501.315Z,2021-03-22T20:35:01.315Z,Craniofacial Malformations Gene Curation Expert Panel,FGFR1,HGNC:3688,chr8:38268661-38326153,chr8:38411143-38468635,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=FGFR1&subject=,2021-04-05T15:54:15Z,FGFR1,https://search.clinicalgenome.org/kb/genes/HGNC:3688,hypogonadotropic hypogonadism 2 with or without anosmia,MONDO:0007844,https://search.clinicalgenome.org/kb/conditions/MONDO:0007844,
296,BTD,HGNC:1122,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74599afe-02f9-4225-9e50-63306f04a552-2021-06-14T140327.018Z,2021-06-14T14:03:27.018Z,Mitochondrial Diseases Gene Curation Expert Panel,BTD,HGNC:1122,chr3:15642859-15764023,chr3:15601361-15722516,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BTD&subject=,2015-05-21T13:12:18Z,BTD,https://search.clinicalgenome.org/kb/genes/HGNC:1122,Leigh syndrome,MONDO:0009723,https://search.clinicalgenome.org/kb/conditions/MONDO:0009723,Autosomal recessive inheritance
297,BTD,HGNC:1122,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74599afe-02f9-4225-9e50-63306f04a552-2021-06-14T140327.018Z,2021-06-14T14:03:27.018Z,Mitochondrial Diseases Gene Curation Expert Panel,BTD,HGNC:1122,chr3:15642859-15764023,chr3:15601361-15722516,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BTD&subject=,2015-05-21T13:12:18Z,BTD,https://search.clinicalgenome.org/kb/genes/HGNC:1122,biotinidase deficiency,MONDO:0009665,https://search.clinicalgenome.org/kb/conditions/MONDO:0009665,Autosomal recessive inheritance
298,BTD,HGNC:1122,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74599afe-02f9-4225-9e50-63306f04a552-2021-06-14T140327.018Z,2021-06-14T14:03:27.018Z,Mitochondrial Diseases Gene Curation Expert Panel,BTD,HGNC:1122,chr3:15642859-15764023,chr3:15601361-15722516,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BTD&subject=,2015-05-21T13:12:18Z,BTD,https://search.clinicalgenome.org/kb/genes/HGNC:1122,multiple carboxylase deficiency,MONDO:0015454,https://search.clinicalgenome.org/kb/conditions/MONDO:0015454,
299,CSTB,HGNC:2482,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_accafcd4-ba3c-4049-9285-1de877d256ec-2020-12-01T060000.000Z,2020-12-01T06:00:00.000Z,Epilepsy Gene Curation Expert Panel,CSTB,HGNC:2482,chr21:45193831-45196189,chr21:43773950-43776308,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSTB&subject=,2016-08-22T17:47:33Z,CSTB,https://search.clinicalgenome.org/kb/genes/HGNC:2482,Unverricht-Lundborg syndrome,MONDO:0009698,https://search.clinicalgenome.org/kb/conditions/MONDO:0009698,Autosomal recessive inheritance
