Gene/Region,Disease Label,SOP,GRCh38,Protein Name
RIN2,RIN2 syndrome,SOP9,chr20:19757599-20002456,Ras and Rab interactor 2
TCOF1,Treacher-Collins syndrome,SOP6,chr5:150357697-150400293,Treacle protein
TCOF1,Treacher-Collins syndrome,SOP6,chr5:150357697-150400293,Treacle protein
NEXMIF,X-linked complex neurodevelopmental disorder,SOP7,chrX:74732856-74925452,Neurite extension and migration factor
NEXMIF,X-linked complex neurodevelopmental disorder,SOP7,chrX:74732856-74925452,Neurite extension and migration factor
TCTN2,Joubert syndrome 24,SOP9,chr12:123671113-123708399,Tectonic-2
TCTN2,Joubert syndrome 24,SOP9,chr12:123671113-123708399,Tectonic-2
HNF1B,renal cysts and diabetes syndrome,SOP8,chr17:37686431-37745059,Hepatocyte nuclear factor 1-beta
UPF3B,X-linked complex neurodevelopmental disorder,SOP6,chrX:119805311-119852963,Regulator of nonsense transcripts 3B
UPF3B,X-linked complex neurodevelopmental disorder,SOP6,chrX:119805311-119852963,Regulator of nonsense transcripts 3B
WDR45,X-linked complex neurodevelopmental disorder,SOP7,chrX:49074442-49101178,WD repeat domain phosphoinositide-interacting protein 4
WDR45,X-linked complex neurodevelopmental disorder,SOP7,chrX:49074442-49101178,WD repeat domain phosphoinositide-interacting protein 4
ZNF292,complex neurodevelopmental disorder,SOP7,chr6:87155565-87265943,Zinc finger protein 292
ZNF711,X-linked complex neurodevelopmental disorder,SOP9,chrX:85243991-85273357,Zinc finger protein 711
ZNF711,X-linked complex neurodevelopmental disorder,SOP9,chrX:85243991-85273357,Zinc finger protein 711
AHCY,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,SOP11,chr20:34231981-34311836,Adenosylhomocysteinase
AICDA,hyper-IgM syndrome type 2,SOP10,chr12:8602170-8612859,Single-stranded DNA cytosine deaminase
AICDA,hyper-IgM syndrome type 2,SOP10,chr12:8602170-8612859,Single-stranded DNA cytosine deaminase
ARHGEF9,X-linked complex neurodevelopmental disorder,SOP10,chrX:63634967-63785214,Rho guanine nucleotide exchange factor 9
ARSL,X-linked chondrodysplasia punctata 1,SOP10,chrX:2934521-2968245,Arylsulfatase L
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",SOP10,chr5:177600132-177610330,Beta-1
BBS12,BBS12-related ciliopathy,SOP10,chr4:122700442-122744939,Chaperonin-containing T-complex member BBS12
BBS12,BBS12-related ciliopathy,SOP10,chr4:122700442-122744939,Chaperonin-containing T-complex member BBS12
BBS5,BBS5-related ciliopathy,SOP10,chr2:169479494-169506655,BBSome complex member BBS5
BBS5,BBS5-related ciliopathy,SOP10,chr2:169479494-169506655,BBSome complex member BBS5
BBS7,BBS7-related ciliopathy,SOP9,chr4:121824329-121870474,BBSome complex member BBS7
BBS7,BBS7-related ciliopathy,SOP9,chr4:121824329-121870474,BBSome complex member BBS7
